route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
3_67_3,3,4274,Sumner via City,,0,3018,4614,1,1
140_00_3,3,2597,Russley & Hornby via Eastgate,,0,1401,4136,1,1
100_36_3,3,4829,The Palms,,0,10004,4603,1,1
60_66_3,3,3189,Southshore via City,,0,6010,4323,1,1
140_00_3,3,2563,Mt Pleasant via Eastgate,,1,1405,4012,1,1
100_36_3,3,4830,The Palms,,0,9102,4603,1,1
80_61_3,3,1670,Parklands via City,,0,8014,4337,1,1
92_90_3,3,1593,City & Public Hospital,,0,9203,4342,1,1
80_61_3,3,1699,Lincoln via City,,1,8010,4339,1,1
Oa_36_3,3,7756,Orbiter via The Palms,,0,99002,4347,1,1
Oc_36_3,3,7888,Orbiter via St Martins,,1,89006,4209,1,1
100_36_3,3,4848,The Palms,,0,10005,4603,1,1
125_05_3,3,3741,Redwood via Hornby,,1,2501,4310,1,1
Oa_36_3,3,7721,Orbiter via The Palms,,0,99006,4347,1,1
Oc_36_3,3,7849,Orbiter via St Martins,,1,89005,4209,1,1
3_67_3,3,4182,Sheffield Cres via University,,1,3005,4202,1,1
Oa_36_3,3,7708,Orbiter via The Palms,,0,99003,4347,1,1
81_25_3,3,1600,City & Ara Institute,,0,81001,4142,1,1
Oc_36_3,3,7812,Orbiter via St Martins,,1,89005,4209,1,1
3_67_3,3,4217,Sumner via City,,0,3019,4615,1,1
3_67_3,3,4152,Airport via University,,1,3013,4203,1,1
100_36_3,3,4819,The Palms,,0,10002,4603,1,1
5_14_3,3,2873,Rolleston via City,,1,5016,4319,1,1
Oc_36_3,3,7863,Orbiter via St Martins,,1,89007,4209,1,1
44_01_3,3,3405,Shirley & Dallington,,1,4401,4317,1,1
100_36_3,3,4775,Halswell,,1,10005,4605,1,1
85_45_3,3,1614,Rolleston Direct,,1,85005,4143,1,1
1_62_3,3,1224,Belfast via City,,1,103,4302,1,1
100_36_3,3,4800,Halswell,,1,10007,4605,1,1
8_44_3,3,10062,Lyttelton via City & Colombo St,,0,80513,4326,1,1
130_73_3,3,3560,Avonhead,,1,1307,3321,1,1
1_62_3,3,1212,Belfast via City,,1,114,4302,1,1
97_72_3,3,1950,Pegasus,,0,9513,3380,1,1
100_36_3,3,4796,Halswell,,1,10015,4605,1,1
100_36_3,3,4853,The Palms,,0,10004,4603,1,1
27_17_3,3,10538,Huntsbury via City,,0,27004,4404,1,1
Oa_36_3,3,7751,Orbiter via The Palms,,0,99007,4347,1,1
Oa_36_3,3,5670,Orbiter via The Palms,,0,99001,4347,1,1
100_36_3,3,4797,Halswell,,1,10016,4606,1,1
5_14_3,3,2848,New Brighton via City,,0,5005,4320,1,1
80_61_3,3,1724,Lincoln via City,,1,8015,4339,1,1
130_73_3,3,3527,Avonhead & Burnside High School,,1,1301,4135,1,1
125_05_3,3,3758,Redwood via Hornby,,1,2505,4310,1,1
8_44_3,3,10063,Lyttelton via City & Colombo St,,0,80501,4326,1,1
60_66_3,3,3204,Southshore via City,,0,6010,4323,1,1
140_00_3,3,2578,Mt Pleasant via Eastgate,,1,1407,4012,1,1
1_62_3,3,1267,Belfast via City,,1,134,4402,1,1
27_17_3,3,10557,Northwood via City,,1,27008,4502,1,1
120_42_3,3,4034,Spreydon & Barrington,,0,1203,4611,1,1
F_94_4,3,7015,Lyttelton,,0,5555,2206,1,1
7_77_3,3,5329,Halswell via City,,0,7018,4154,1,1
7_77_3,3,5299,Halswell via City,,0,7003,4154,1,1
820_74_3,3,3939,Lincoln,,0,8202,4340,1,1
100_36_3,3,4778,Halswell,,1,10002,4605,1,1
135_63_3,3,7579,New Brighton via Prestons,,0,1352,4312,1,1
5_14_3,3,2845,New Brighton via City,,0,5004,4321,1,1
5_14_3,3,2906,Hornby via City,,1,5008,4318,1,1
80_61_3,3,1697,Lincoln via City,,1,8008,4339,1,1
60_66_3,3,3180,Hillmorton & Wigram via City,,1,6016,4324,1,1
100_36_3,3,4836,The Palms,,0,10011,4603,1,1
8_44_3,3,10065,Airport,,1,80521,4330,1,1
60_66_3,3,3146,Hillmorton & Wigram via City,,1,6001,4324,1,1
7_77_3,3,5323,Halswell via City,,0,7003,4154,1,1
7_77_3,3,5340,Halswell via City,,0,7016,4154,1,1
3_67_3,3,4146,Airport via University,,1,3007,4203,1,1
1_62_3,3,1334,Princess Margaret Hospital,,0,130,4308,1,1
Oc_36_3,3,7876,Orbiter via St Martins,,1,89005,4209,1,1
8_44_3,3,10061,Lyttelton via City & Colombo St,,0,80503,4326,1,1
95_26_3,3,1874,City & Ara Institute,,0,9511,4144,1,1
7_77_3,3,5307,Halswell via City,,0,7012,4154,1,1
Oc_36_3,3,7829,Orbiter via St Martins,,1,89003,4209,1,1
1_62_3,3,1250,Belfast via City,,1,129,4402,1,1
140_00_3,3,2566,Mt Pleasant via Eastgate,,1,1401,4012,1,1
130_73_3,3,3534,Avonhead,,1,1301,3321,1,1
7_77_3,3,5346,Halswell via City,,0,7013,4154,1,1
820_74_3,3,3925,Burnham,,1,8201,3365,1,1
27_17_3,3,10568,Northwood via City,,1,27006,4502,1,1
1_62_3,3,1202,Belfast via City,,1,112,4302,1,1
3_67_3,3,4234,Sumner via City,,0,3017,4614,1,1
81_25_3,3,1602,City & Ara Institute,,0,8701,4142,1,1
7_77_3,3,5349,Halswell via City,,0,7018,4154,1,1
135_63_3,3,7584,New Brighton via Prestons,,0,1351,4312,1,1
3_67_3,3,4161,Airport via University,,1,3003,4203,1,1
95_26_3,3,1860,City & Ara Institute Express,,0,9502,4208,1,1
120_42_3,3,4051,Spreydon & Barrington,,0,1206,4611,1,1
80_61_3,3,1707,Lincoln via City,,1,8001,4339,1,1
Oa_36_3,3,5664,Orbiter via The Palms,,0,99012,4347,1,1
125_05_3,3,3700,Westlake & Halswell via Hornby,,0,2503,3403,1,1
1_62_3,3,1204,Belfast via City,,1,113,4302,1,1
44_01_3,3,3415,Shirley & Dallington,,1,4401,4317,1,1
3_67_3,3,4276,Sumner via City,,0,3022,4616,1,1
125_05_3,3,3745,Redwood via Hornby,,1,2505,4310,1,1
27_17_3,3,10587,Northwood via City,,1,27002,4502,1,1
100_36_3,3,4781,Halswell,,1,10010,4605,1,1
125_05_3,3,3738,Redwood via Hornby,,1,2504,4310,1,1
125_05_3,3,3764,Redwood via Hornby,,1,2501,4310,1,1
80_61_3,3,1680,Parklands via City,,0,8008,4337,1,1
8_44_3,3,10036,Lyttelton via City & Colombo St,,0,80511,4326,1,1
100_36_3,3,4798,Halswell,,1,10013,4605,1,1
Oa_36_3,3,7713,Orbiter via The Palms,,0,99007,4347,1,1
8_44_3,3,10026,Lyttelton via City & Colombo St,,0,80506,4326,1,1
Oa_36_3,3,7716,Orbiter via The Palms,,0,99009,4347,1,1
Oc_36_3,3,7808,Orbiter via St Martins,,1,89009,4209,1,1
3_67_3,3,4179,Sheffield Cres via University,,1,3002,4202,1,1
97_72_3,3,1941,Pegasus,,0,9504,3380,1,1
44_01_3,3,3381,Shirley & Dallington,,1,4401,4317,1,1
820_74_3,3,3941,Lincoln,,0,8202,4340,1,1
130_73_3,3,3489,Hei Hei & Hornby,,0,1303,4612,1,1
120_42_3,3,4049,Spreydon & Barrington,,0,1204,4611,1,1
135_63_3,3,7589,New Brighton via Prestons,,0,1352,4312,1,1
29_04_3,3,2414,Airport via Fendalton,,1,2902,2151,1,1
100_36_3,3,4835,The Palms,,0,10004,4603,1,1
1_62_3,3,1281,Princess Margaret Hospital,,0,115,2110,1,1
95_26_3,3,1870,City & Ara Institute,,0,9510,4144,1,1
8_44_3,3,10098,Airport via Colombo St & City,,1,80519,4331,1,1
5_14_3,3,2868,Hornby via City,,1,5011,4318,1,1
27_17_3,3,10583,Northwood via City,,1,27009,4502,1,1
80_61_3,3,1696,Lincoln via City,,1,8012,4339,1,1
80_61_3,3,1672,Parklands via City,,0,8011,4337,1,1
5_14_3,3,2813,New Brighton via City,,0,5013,4320,1,1
Oa_36_3,3,7730,Orbiter via The Palms,,0,99006,4347,1,1
44_01_3,3,3422,Westmorland via City,,0,4405,3344,1,1
140_00_3,3,2574,Mt Pleasant via Eastgate,,1,1402,4012,1,1
29_04_3,3,2406,Airport via Fendalton,,1,2901,2151,1,1
Oa_36_3,3,7755,Orbiter via The Palms,,0,99012,4347,1,1
155_80_3,3,1185,Eastgate,,1,1551,4314,1,1
Oa_36_3,3,7717,Orbiter via The Palms,,0,99002,4347,1,1
1_62_3,3,1270,Rangiora via City,,1,133,4303,1,1
125_05_3,3,3739,Redwood via Hornby,,1,2505,4310,1,1
F_94_4,3,7028,Diamond Harbour,,1,5555,2207,1,1
60_66_3,3,3156,Hillmorton & Wigram via City,,1,6001,4324,1,1
130_73_3,3,3508,Hei Hei & Hornby,,0,1309,4612,1,1
Oa_36_3,3,7749,Orbiter via The Palms,,0,99005,4347,1,1
Oa_36_3,3,7718,Orbiter via The Palms,,0,99003,4347,1,1
5_14_3,3,2822,New Brighton via City,,0,5018,4320,1,1
60_66_3,3,3184,Hillmorton & Wigram via City,,1,6013,4324,1,1
44_01_3,3,3396,Westmorland via City,,0,4401,3344,1,1
3_67_3,3,4288,Sumner via City,,0,3011,4615,1,1
5_14_3,3,2794,New Brighton via City,,0,5018,4322,1,1
Oa_36_3,3,7757,Orbiter via The Palms,,0,99003,4347,1,1
5_14_3,3,2880,Hornby via City,,1,5017,4318,1,1
3_67_3,3,4273,Sumner via City,,0,3017,4615,1,1
Oc_36_3,3,7805,Orbiter via St Martins,,1,89007,4209,1,1
Oa_36_3,3,7779,Orbiter via The Palms,,0,99006,4347,1,1
125_05_3,3,3715,Westlake & Halswell via Hornby,,0,2505,3403,1,1
60_66_3,3,3215,Southshore via City,,0,6010,4323,1,1
7_77_3,3,5257,Queenspark via City,,1,7006,4153,1,1
5_14_3,3,2878,Hornby via City,,1,5002,4318,1,1
8_44_3,3,10126,Airport via Colombo St & City,,1,80501,4331,1,1
5_14_3,3,2832,New Brighton via City,,0,5009,4320,1,1
7_77_3,3,5297,Halswell via City,,0,7014,4154,1,1
7_77_3,3,5273,Queenspark via City,,1,7010,4153,1,1
80_61_3,3,1687,Parklands via City,,0,8014,4337,1,1
3_67_3,3,4147,Sheffield Cres via University,,1,3008,4202,1,1
125_05_3,3,3719,Westlake & Halswell via Hornby,,0,2502,3403,1,1
27_17_3,3,10579,Northwood via City,,1,27004,4502,1,1
5_14_3,3,2788,City & Ara Institute Express,,0,5014,4151,1,1
100_36_3,3,4776,Halswell,,1,10006,4607,1,1
Oc_36_3,3,7822,Orbiter via St Martins,,1,89006,4209,1,1
80_61_3,3,1659,Parklands via City,,0,8004,4337,1,1
97_72_3,3,1958,Acacia Ave Rangiora,,1,9503,2204,1,1
3_67_3,3,4289,Sumner via City,,0,3012,4614,1,1
140_00_3,3,2600,Russley & Hornby via Eastgate,,0,1404,4136,1,1
27_17_3,3,10563,Northwood via City,,1,27002,4502,1,1
F_94_4,3,7025,Diamond Harbour,,1,5555,2207,1,1
27_17_3,3,10522,Huntsbury via City,,0,27003,4404,1,1
Oc_36_3,3,7879,Orbiter via St Martins,,1,89006,4209,1,1
Oc_36_3,3,7850,Orbiter via St Martins,,1,89011,4209,1,1
29_04_3,3,2376,City via Fendalton,,0,2902,2150,1,1
8_44_3,3,10005,Lyttelton via City & Colombo St,,0,80516,4326,1,1
1_62_3,3,1265,Belfast via City,,1,104,4302,1,1
5_14_3,3,2885,Rolleston via City,,1,5001,4319,1,1
120_42_3,3,4027,Spreydon & Barrington,,0,1205,4611,1,1
155_80_3,3,1187,Eastgate,,1,1551,4314,1,1
3_67_3,3,4251,Sumner via City,,0,3015,4615,1,1
5_14_3,3,2824,New Brighton via City,,0,5015,4321,1,1
7_77_3,3,5311,Halswell via City,,0,7003,4154,1,1
Oc_36_3,3,7857,Orbiter via St Martins,,1,89013,4209,1,1
1_62_3,3,1341,Princess Margaret Hospital & Cashmere,,0,114,2108,1,1
5_14_3,3,2919,Hornby via City,,1,5004,4318,1,1
8_44_3,3,10048,Lyttelton & Rapaki Express,,0,80504,4619,1,1
60_66_3,3,3227,Southshore via City,,0,6013,4323,1,1
3_67_3,3,4228,Sumner via City,,0,3011,4614,1,1
100_36_3,3,4842,The Palms,,0,10012,4603,1,1
5_14_3,3,2855,Rolleston via City,,1,5008,4319,1,1
3_67_3,3,4218,Sumner via City,,0,3001,4615,1,1
Oa_36_3,3,7702,Orbiter via The Palms,,0,99003,4347,1,1
60_66_3,3,3173,Hillmorton & Wigram via City,,1,6014,4324,1,1
Oa_36_3,3,7789,Orbiter via The Palms,,0,99009,4347,1,1
7_77_3,3,5283,Queenspark via City,,1,7013,4153,1,1
120_42_3,3,4053,Spreydon & Barrington,,0,1206,4611,1,1
125_05_3,3,3761,Redwood via Hornby,,1,2503,4310,1,1
Oc_36_3,3,5604,Orbiter via St Martins,,1,89008,4209,1,1
60_66_3,3,3224,Southshore via City,,0,6014,4323,1,1
Oc_36_3,3,7856,Orbiter via St Martins,,1,89001,4209,1,1
91_29_3,3,1590,Rangiora direct,,1,9108,4156,1,1
1_62_3,3,1328,Princess Margaret Hospital & Cashmere,,0,136,2108,1,1
130_73_3,3,3524,Hei Hei & Hornby,,0,1301,4612,1,1
29_04_3,3,2371,City via Fendalton,,0,2901,2150,1,1
125_05_3,3,3717,Westlake & Halswell via Hornby,,0,2506,3403,1,1
29_04_3,3,2407,Airport via Fendalton,,1,2903,2151,1,1
8_44_3,3,10038,Lyttelton via City & Ara,,0,80505,4329,1,1
130_73_3,3,3515,Hei Hei & Hornby,,0,1306,4612,1,1
5_14_3,3,2859,Hornby via City,,1,5004,4318,1,1
60_66_3,3,3171,Hillmorton & Wigram via City,,1,6016,4324,1,1
80_61_3,3,1704,Lincoln via City,,1,8007,4339,1,1
125_05_3,3,3734,Redwood via Hornby,,1,2506,4310,1,1
Oc_36_3,3,7815,Orbiter via St Martins,,1,89007,4209,1,1
27_17_3,3,10551,Northwood via City,,1,27005,4502,1,1
F_94_4,3,7012,Lyttelton,,0,5555,2206,1,1
Oa_36_3,3,7715,Orbiter via The Palms,,0,99001,4347,1,1
44_01_3,3,3394,Westmorland via City,,0,4405,3344,1,1
27_17_3,3,10554,Northwood via City,,1,27002,4502,1,1
1_62_3,3,1201,Rangiora via City,,1,104,4303,1,1
27_17_3,3,10502,Huntsbury via City,,0,27005,4404,1,1
60_66_3,3,3148,Hillmorton & Wigram via City,,1,6003,4324,1,1
7_77_3,3,5231,Queenspark via City,,1,7006,4153,1,1
3_67_3,3,4158,Airport via University,,1,3019,4203,1,1
130_73_3,3,3525,Avonhead,,1,1303,3321,1,1
120_42_3,3,4030,Spreydon & Barrington,,0,1202,4611,1,1
5_14_3,3,2802,New Brighton via City,,0,5013,4321,1,1
8_44_3,3,10115,Airport via Colombo St & City,,1,80514,4331,1,1
8_44_3,3,10033,Lyttelton via City & Ara,,0,80513,4329,1,1
8_44_3,3,10074,Airport via Ara & City,,1,80521,4332,1,1
5_14_3,3,2846,New Brighton via City,,0,5025,4320,1,1
3_67_3,3,4292,Sumner via City,,0,3018,4615,1,1
Oc_36_3,3,7872,Orbiter via St Martins,,1,89006,4209,1,1
80_61_3,3,1666,Parklands via City,,0,8004,4337,1,1
8_44_3,3,10053,Lyttelton via City & Colombo St,,0,80505,4326,1,1
5_14_3,3,2899,Hornby via City,,1,5011,4318,1,1
130_73_3,3,3497,Hei Hei & Hornby,,0,1306,4612,1,1
Oc_36_3,3,7828,Orbiter via St Martins,,1,89009,4209,1,1
F_94_4,3,7009,Lyttelton,,0,5555,2206,1,1
130_73_3,3,3541,Avonhead,,1,1303,3321,1,1
130_73_3,3,3529,Avonhead,,1,1302,3321,1,1
F_94_4,3,7007,Lyttelton,,0,5555,2206,1,1
100_36_3,3,4809,Halswell,,1,10005,4605,1,1
1_62_3,3,1343,Princess Margaret Hospital,,0,104,2110,1,1
8_44_3,3,10088,Airport via Colombo St & City,,1,80503,4620,1,1
92_90_3,3,1592,City & Public Hospital,,0,9202,4342,1,1
27_17_3,3,10512,Huntsbury via City,,0,27004,4404,1,1
3_67_3,3,4223,Sumner via City,,0,3006,4615,1,1
5_14_3,3,2862,Rolleston via City,,1,5002,4319,1,1
95_26_3,3,1845,Pegasus,,1,9511,4343,1,1
100_36_3,3,4816,Halswell,,1,10002,4605,1,1
8_44_3,3,10040,Lyttelton via City & Ara,,0,80506,4329,1,1
8_44_3,3,10114,Airport via Ara & City,,1,80503,4332,1,1
140_00_3,3,2590,Russley & Hornby via Eastgate,,0,1401,4136,1,1
29_04_3,3,2380,City via Fendalton,,0,2901,2150,1,1
140_00_3,3,2570,Mt Pleasant via Eastgate,,1,1405,4012,1,1
95_26_3,3,1840,Pegasus,,1,9501,4343,1,1
60_66_3,3,3219,Southshore via City,,0,6012,4323,1,1
44_01_3,3,3387,Shirley & Dallington,,1,4405,4317,1,1
7_77_3,3,5234,Queenspark via City,,1,7009,4153,1,1
3_67_3,3,4256,Sumner via City,,0,3001,4615,1,1
27_17_3,3,10580,Northwood via City,,1,27003,4502,1,1
29_04_3,3,2383,City via Fendalton,,0,2901,2150,1,1
125_05_3,3,3751,Redwood via Hornby,,1,2505,4310,1,1
100_36_3,3,4839,The Palms,,0,10009,4603,1,1
95_26_3,3,1873,City & Ara Institute,,0,9513,4144,1,1
85_45_3,3,1610,City & Ara Institute,,0,85001,3367,1,1
80_61_3,3,1684,Parklands via City,,0,8011,4337,1,1
5_14_3,3,2829,New Brighton via City,,0,5001,4321,1,1
29_04_3,3,2399,Airport via Fendalton,,1,2902,2151,1,1
80_61_3,3,1661,Parklands via City,,0,8008,4337,1,1
1_62_3,3,1318,Princess Margaret Hospital,,0,127,2110,1,1
125_05_3,3,3732,Redwood via Hornby,,1,2504,4310,1,1
100_36_3,3,4854,The Palms,,0,10016,4603,1,1
1_62_3,3,1346,Princess Margaret Hospital,,0,113,4308,1,1
Oa_36_3,3,7727,Orbiter via The Palms,,0,99003,4347,1,1
100_36_3,3,4859,The Palms,,0,10016,4603,1,1
125_05_3,3,3726,Westlake & Halswell via Hornby,,0,2503,3403,1,1
Oa_36_3,3,7729,Orbiter via The Palms,,0,99005,4347,1,1
125_05_3,3,3737,Redwood via Hornby,,1,2503,4310,1,1
120_42_3,3,4052,Spreydon & Barrington,,0,1204,4611,1,1
29_04_3,3,2397,Airport via Fendalton,,1,2901,2151,1,1
29_04_3,3,2389,City via Fendalton,,0,2901,2150,1,1
5_14_3,3,2893,Rolleston via City,,1,5017,4319,1,1
1_62_3,3,1324,Princess Margaret Hospital & Cashmere,,0,104,2108,1,1
60_66_3,3,3167,Hillmorton & Wigram via City,,1,6005,4324,1,1
5_14_3,3,2826,New Brighton via City,,0,5013,4320,1,1
100_36_3,3,4810,Halswell,,1,10009,4605,1,1
7_77_3,3,5343,Halswell via City,,0,7010,4154,1,1
8_44_3,3,10044,Lyttelton via City & Ara,,0,80503,4329,1,1
140_00_3,3,2606,Russley & Hornby via Eastgate,,0,1404,4136,1,1
5_14_3,3,2861,Hornby via City,,1,5016,4318,1,1
27_17_3,3,10575,Northwood via City,,1,27008,4502,1,1
3_67_3,3,4232,Sumner via City,,0,3015,4615,1,1
29_04_3,3,2368,City via Fendalton,,0,2901,2150,1,1
5_14_3,3,2821,New Brighton via City,,0,5011,4321,1,1
80_61_3,3,1649,Parklands via City,,0,8009,4337,1,1
27_17_3,3,10507,Huntsbury via City,,0,27009,4404,1,1
F_94_4,3,7039,Diamond Harbour,,1,5555,2207,1,1
3_67_3,3,4230,Sumner via City,,0,3013,4615,1,1
8_44_3,3,10031,Lyttelton via City & Ara,,0,80514,4329,1,1
Oc_36_3,3,7840,Orbiter via St Martins,,1,89006,4209,1,1
120_42_3,3,3997,Burnside,,1,1201,4602,1,1
81_25_3,3,1605,Lincoln direct,,1,81006,4117,1,1
8_44_3,3,10118,Airport via Colombo St & City,,1,80512,4331,1,1
7_77_3,3,5242,Queenspark via City,,1,7003,4153,1,1
820_74_3,3,3920,Burnham,,1,8202,3365,1,1
820_74_3,3,3929,Lincoln,,0,8202,4340,1,1
820_74_3,3,3928,Burnham,,1,8202,3365,1,1
5_14_3,3,2837,New Brighton via City,,0,5018,4320,1,1
29_04_3,3,2400,Airport via Fendalton,,1,2901,2151,1,1
29_04_3,3,2402,Airport via Fendalton,,1,2902,2151,1,1
3_67_3,3,4176,Airport via University,,1,3018,4203,1,1
130_73_3,3,3536,Avonhead,,1,1303,3321,1,1
F_94_4,3,7014,Lyttelton,,0,5555,2206,1,1
91_29_3,3,1585,City & Public Hospital,,0,9104,4341,1,1
1_62_3,3,1298,Princess Margaret Hospital & Cashmere,,0,114,2108,1,1
Oa_36_3,3,7705,Orbiter via The Palms,,0,99001,4347,1,1
140_00_3,3,2599,Russley & Hornby via Eastgate,,0,1403,4136,1,1
100_36_3,3,4784,Halswell,,1,10005,4605,1,1
60_66_3,3,3203,Southshore via City,,0,6009,4323,1,1
7_77_3,3,5253,Queenspark via City,,1,7014,4153,1,1
80_61_3,3,1728,Lincoln via City,,1,8013,4339,1,1
5_14_3,3,2869,Rolleston via City,,1,5018,4319,1,1
8_44_3,3,10067,Airport via Colombo St & City,,1,80508,4331,1,1
5_14_3,3,2889,Hornby via City,,1,5002,4318,1,1
140_00_3,3,2567,Mt Pleasant via Eastgate,,1,1402,4012,1,1
1_62_3,3,1209,Rangiora via City,,1,107,4303,1,1
125_05_3,3,3746,Redwood via Hornby,,1,2506,4310,1,1
3_67_3,3,4200,Sheffield Cres via University,,1,3002,4202,1,1
7_77_3,3,5254,Queenspark via City,,1,7003,4153,1,1
91_29_3,3,1586,Rangiora direct,,1,9108,4156,1,1
Oa_36_3,3,7734,Orbiter via The Palms,,0,99009,4347,1,1
91_29_3,3,1583,City & Public Hospital,,0,9102,4341,1,1
27_17_3,3,10566,Northwood via City,,1,27008,4502,1,1
140_00_3,3,2571,Mt Pleasant via Eastgate,,1,1406,4012,1,1
8_44_3,3,10084,Airport via Colombo St & City,,1,80506,4331,1,1
Oa_36_3,3,7709,Orbiter via The Palms,,0,99004,4347,1,1
80_61_3,3,1726,Lincoln via City,,1,8019,4339,1,1
F_94_4,3,7011,Lyttelton,,0,5555,2206,1,1
Oa_36_3,3,7750,Orbiter via The Palms,,0,99006,4347,1,1
F_94_4,3,7017,Lyttelton,,0,5555,2206,1,1
130_73_3,3,3531,Avonhead,,1,1303,3321,1,1
125_05_3,3,3729,Westlake & Halswell via Hornby,,0,2506,3403,1,1
3_67_3,3,4268,Sumner via City,,0,3012,4614,1,1
1_62_3,3,1211,Rangiora via City,,1,115,4303,1,1
120_42_3,3,4039,Spreydon & Barrington,,0,1202,4611,1,1
130_73_3,3,3503,Hei Hei & Hornby,,0,1301,4612,1,1
3_67_3,3,4298,Sumner via City,,0,3013,4614,1,1
60_66_3,3,3151,Hillmorton & Wigram via City,,1,6006,4324,1,1
7_77_3,3,5322,Halswell via City,,0,7014,4154,1,1
7_77_3,3,5230,Queenspark via City,,1,7005,4153,1,1
1_62_3,3,1266,Rangiora via City,,1,113,4303,1,1
107_71_3,3,7360,Northlands,,0,10701,4125,1,1
7_77_3,3,5269,Queenspark via City,,1,7005,4153,1,1
F_94_4,3,7004,Lyttelton,,0,5555,2206,1,1
100_36_3,3,4838,The Palms,,0,10007,4603,1,1
8_44_3,3,10101,Airport via Ara & City,,1,80514,4332,1,1
140_00_3,3,2550,Mt Pleasant via Eastgate,,1,1406,4012,1,1
7_77_3,3,5317,Halswell via City,,0,7010,4154,1,1
130_73_3,3,3561,Avonhead,,1,1303,3321,1,1
1_62_3,3,1276,Princess Margaret Hospital,,0,105,2110,1,1
F_94_4,3,7002,Lyttelton,,0,5555,2206,1,1
80_61_3,3,1688,Parklands via City,,0,8013,4337,1,1
100_36_3,3,4782,Halswell,,1,9102,4605,1,1
130_73_3,3,3523,Hei Hei & Hornby,,0,1306,4612,1,1
1_62_3,3,1219,Rangiora via City,,1,104,4303,1,1
155_80_3,3,1189,Lyttelton,,0,1551,4313,1,1
8_44_3,3,10046,Lyttelton via City & Ara,,0,80518,4329,1,1
107_71_3,3,7359,Northlands,,0,10701,4125,1,1
125_05_3,3,3713,Westlake & Halswell via Hornby,,0,2503,3403,1,1
1_62_3,3,1284,Princess Margaret Hospital,,0,118,2110,1,1
3_67_3,3,4170,Airport via University,,1,3012,4203,1,1
5_14_3,3,2856,Hornby via City,,1,5011,4318,1,1
100_36_3,3,4828,The Palms,,0,10002,4603,1,1
3_67_3,3,4281,Sumner via City,,0,3005,4615,1,1
8_44_3,3,10015,Lyttelton via City & Ara,,0,80520,4329,1,1
80_61_3,3,1675,Parklands via City,,0,8018,4337,1,1
27_17_3,3,10529,Huntsbury via City,,0,27005,4404,1,1
60_66_3,3,3194,Southshore via City,,0,6003,4323,1,1
100_36_3,3,4788,Halswell,,1,10004,4605,1,1
60_66_3,3,3228,Southshore via City,,0,6009,4323,1,1
60_66_3,3,3199,Southshore via City,,0,6011,4323,1,1
8_44_3,3,10124,Airport via Colombo St & City,,1,80503,4331,1,1
8_44_3,3,10109,Airport via Ara & City,,1,80505,4332,1,1
140_00_3,3,2604,Russley & Hornby via Eastgate,,0,1401,4136,1,1
29_04_3,3,2377,City via Fendalton,,0,2901,2150,1,1
29_04_3,3,2375,City via Fendalton,,0,2903,2150,1,1
5_14_3,3,2804,New Brighton via City,,0,5002,4321,1,1
130_73_3,3,3540,Avonhead,,1,1302,3321,1,1
Oc_36_3,3,5608,Orbiter via St Martins,,1,89005,4209,1,1
3_67_3,3,4156,Sheffield Cres via University,,1,3017,4202,1,1
3_67_3,3,4259,Sumner via City,,0,3004,4615,1,1
80_61_3,3,1689,City,,0,8016,4005,1,1
27_17_3,3,10536,Huntsbury via City,,0,27007,4404,1,1
80_61_3,3,1723,Lincoln via City,,1,8013,4339,1,1
140_00_3,3,2548,Mt Pleasant via Eastgate,,1,1404,4012,1,1
Oa_36_3,3,7703,Orbiter via The Palms,,0,99006,4347,1,1
F_94_4,3,7016,Lyttelton,,0,5555,2206,1,1
3_67_3,3,4171,Sheffield Cres via University,,1,3013,4202,1,1
80_61_3,3,1714,Lincoln via City,,1,8008,4339,1,1
5_14_3,3,2798,New Brighton via City,,0,5008,4321,1,1
Oa_36_3,3,7753,Orbiter via The Palms,,0,99001,4347,1,1
100_36_3,3,4805,Halswell,,1,10004,4605,1,1
3_67_3,3,4301,Sumner via City,,0,3023,4614,1,1
8_44_3,3,10055,Lyttelton via City & Colombo St,,0,80519,4326,1,1
3_67_3,3,4287,Sumner via City,,0,3010,4615,1,1
140_00_3,3,2589,Russley & Hornby via Eastgate,,0,1407,4136,1,1
8_44_3,3,10054,Lyttelton via City & Colombo St,,0,80509,4326,1,1
1_62_3,3,1295,Princess Margaret Hospital,,0,104,4308,1,1
7_77_3,3,5266,Queenspark via City,,1,7014,4153,1,1
80_61_3,3,1698,Lincoln via City,,1,8009,4339,1,1
3_67_3,3,4227,Sumner via City,,0,3010,4615,1,1
3_67_3,3,4149,Airport via University,,1,3010,4203,1,1
29_04_3,3,2396,City via Fendalton,,0,2902,2150,1,1
130_73_3,3,3494,Hei Hei & Hornby,,0,1302,4612,1,1
8_44_3,3,10069,Airport via Ara & City,,1,80505,4332,1,1
60_66_3,3,3155,Hillmorton & Wigram via City,,1,6010,4324,1,1
125_05_3,3,3740,Redwood via Hornby,,1,2506,4310,1,1
7_77_3,3,5341,Halswell via City,,0,7008,4154,1,1
1_62_3,3,1200,Belfast via City,,1,103,4302,1,1
100_36_3,3,4822,The Palms,,0,10008,4603,1,1
8_44_3,3,10080,Airport via Ara & City,,1,80508,4332,1,1
F_94_4,3,7027,Diamond Harbour,,1,5555,2207,1,1
